"subject" "participant" "id" "cond" "trial" "response" "GIVEN_ANSWER" "resp" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "dist" "pred" "pred.dist" "nopred.dist"
"8807" "39" "rgh" 36 "b" 33 7 6 0 1 216 1 0 344 344 344 344 344 0 0 0 0 0 344 1 -1 0 0
"8814" "39" "rgh" 28 "a" 36 7 7 1 1 60 1 0 289 289 289 289 289 0 0 0 0 0 289 -1 -1 -1 0
"8821" "39" "rgh" 27 "b" 39 6 6 1 1 177 1 0 316 316 359 316 316 43 0 43 0 0 43 1 -1 0 0
"8828" "39" "rgh" 21 "c" 41 6 6 1 1 55 1 0 510 510 510 510 510 0 0 0 0 0 510 -1 1 0 -1
"8835" "39" "rgh" 6 "a" 44 7 7 1 1 66 1 0 409 409 409 409 409 0 0 0 0 0 409 -1 -1 -1 0
"8842" "39" "rgh" 14 "b" 46 7 7 1 1 164 1 0 742 742 742 742 742 0 0 0 0 0 742 1 -1 1 0
"8849" "39" "rgh" 7 "d" 48 6 6 1 1 347 1 0 741 741 741 741 741 0 0 0 0 0 741 1 1 0 1
"8856" "39" "rgh" 15 "a" 53 6 6 1 1 74 1 0 380 380 584 380 380 204 0 204 0 0 204 -1 -1 -1 0
"8863" "39" "rgh" 2 "d" 55 6 7 0 1 26 1 0 26 26 197 26 26 171 0 171 0 0 171 1 1 0 1
"8870" "39" "rgh" 25 "c" 57 6 6 1 1 54 1 0 455 455 455 455 455 0 0 0 0 0 455 -1 1 0 -1
"8877" "39" "rgh" 17 "c" 59 6 6 1 1 202 1 0 296 296 296 296 296 0 0 0 0 0 296 -1 1 0 -1
"8884" "39" "rgh" 16 "d" 61 7 7 1 1 36 1 0 262 262 262 262 262 0 0 0 0 0 262 1 1 1 1
"8891" "39" "rgh" 34 "d" 63 7 7 1 1 15 1 0 215 215 414 215 215 199 0 199 0 0 199 1 1 1 1
"8898" "39" "rgh" 8 "c" 67 7 7 1 1 210 1 0 359 359 359 359 359 0 0 0 0 0 359 -1 1 0 -1
"8905" "39" "rgh" 23 "a" 70 6 6 1 1 188 1 0 874 874 874 874 874 0 0 0 0 0 874 -1 -1 -1 0
"8912" "39" "rgh" 31 "b" 72 6 6 1 1 196 1 0 353 353 353 353 353 0 0 0 0 0 353 1 -1 1 0
"8919" "39" "rgh" 12 "d" 75 7 7 1 1 39 1 0 489 489 712 489 489 223 0 223 0 0 223 1 1 1 1
"8926" "39" "rgh" 1 "a" 79 6 6 1 1 202 1 0 638 638 638 638 638 0 0 0 0 0 638 -1 -1 -1 0
"8933" "39" "rgh" 35 "c" 82 6 6 1 1 208 1 0 607 607 607 607 607 0 0 0 0 0 607 -1 1 0 -1
"8940" "39" "rgh" 29 "d" 87 6 6 1 1 105 1 0 347 347 723 347 347 376 0 376 0 0 376 1 1 1 1
"8947" "39" "rgh" 20 "d" 89 7 7 1 1 39 1 0 567 567 567 567 567 0 0 0 0 0 567 1 1 0 1
"8954" "39" "rgh" 13 "c" 92 6 6 1 1 439 1 439 439 439 439 439 439 0 0 0 0 0 439 -1 1 0 -1
"8961" "39" "rgh" 19 "a" 96 6 6 1 1 65 1 0 316 316 316 316 316 0 0 0 0 0 316 -1 -1 -1 0
